school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
The HiLite,2021-11-03,DECA to start preparing for competition in December,Saumya Somasi,https://hilite.org/77093/onlineonly/deca-to-start-preparing-for-competition-in-december/,Community life,News,Spread awareness,School,1,1,No,3,175,"Club, extracurricular"
The HiLite,2021-11-03,"National Honor Society (NHS) to plan events, continue to provide volunteer opportunities",Jillian Moore,https://hilite.org/77090/onlineonly/national-honor-society-nhs-to-plan-events-continue-to-provide-volunteer-opportunities/,Community life,News,Spread awareness,School,1,1,No,3,242,"Club, extracurricular, community involvement"
The HiLite,2021-10-26,Q&A with Carmel Clay Parks and Recreation Directors on the Construction of Bear Creek,Dariush Khurram,https://hilite.org/76988/news/qa-with-carmel-clay-parks-and-recreation-directors-on-the-construction-of-bear-creek/,Community life,News,Spread awareness,Local,0,1,No,3,3267,"Community involvement, environment, profile"
The HiLite,2021-10-22,"Carmel Farmers Market opens, offer variety of products",Ryan Zhang,https://hilite.org/76827/news/carmel-farmers-market-opens-offer-variety-of-products/,Community life,News,Spread awareness,Local,2,1,No,3,459,"Events, local business"
The HiLite,2021-10-22,Carmel Education Foundation to host in person run after virtual event last year,Zainab Idrees,https://hilite.org/76807/news/76807/,Community life,News,Inform,Local,1,2,No,3,377,"Events, sports, fundraiser"
The HiLite,2021-10-22,"CCS bus driver shortage leads to district pay changes, students discuss implications",Kate Loper,https://hilite.org/76643/news/ccs-bus-driver-shortage-leads-to-district-pay-changes-students-discuss-implications/,School policy/administration,News,Promote discourse,Local,1,1,Yes,2,615,"Hiring, hiring issues, school finance"
The HiLite,2021-10-22,Club Spotlight: Fencing Club,Siri Surapaneni,https://hilite.org/76633/news/club-spotlight-fencing-club/,Community life,News,Spread awareness,School,1,1,No,3,428,"Clubs, extracurriculars, sports, profiles"
The HiLite,2021-10-21,CHTV to air long show,Christian Ledbetter,https://hilite.org/76754/onlineonly/chtv-to-air-long-show/,Community life,News,Spread awareness,School,1,1,No,3,234,"Clubs, extracurriculars, sports"
The HiLite,2021-10-21,Carmel Mayor’s Youth Council promoting annual Spikeball tournament on Oct. 22,Leah Tan,https://hilite.org/76751/onlineonly/carmel-mayors-youth-council-promoting-annual-spikeball-tournament-on-oct-22/,Community life,News,Spread awareness,School,1,0,No,3,279,"Sports, clubs, events"
The HiLite,2021-10-11,2022 National Merit Scholarship Semifinalists,None,https://hilite.org/76603/news/2022-national-merit-scholarship-semifinalists/,Community life,News,Spread awareness,School,0,0,No,3,160,"Student achievement, awards"
The HiLite,2021-10-07,Chinese 3 students celebrate the Chinese Mid-Autumn Festival by eating moon cake,Michelle Wan,https://hilite.org/76589/onlineonly/chinese-3-students-celebrate-the-chinese-mid-autumn-festival-by-eating-moon-cake/,Community life,News,Spread awareness,School,1,1,No,3,150,"Culture, holiday"
The HiLite,2021-10-07,"National Honor Society to advertise, prepare for Ghosts and Goblins event",Jillian Moore,https://hilite.org/76586/onlineonly/national-honor-society-to-advertise-prepare-for-ghosts-and-goblins-event/,Community life,News,Spread awareness,School,1,1,No,3,195,"Club, extracurricular, events"
The HiLite,2021-10-05,Performing arts construction to transition into building stage,None,https://hilite.org/76581/onlineonly/performing-arts-construction-to-transition-into-building-stage/,School policy/administration,News,Inform,School,1,1,No,2,199,"Infrstratucture, renovation, school finance, construction, arts"
The HiLite,2021-10-05,Outdoor exploration class to visit Cool Creek Park on Oct. 5,None,https://hilite.org/76574/onlineonly/outdoor-exploration-class-to-visit-cool-creek-park-on-oct-5/,Community life,News,Spread awareness,School,1,1,No,2,185,"Curriculum, academics, events"
The HiLite,2021-10-03,"CHS administrators, teachers describe implications of the “Devious Licks” trend",Dariush Khurram,https://hilite.org/76560/news/chs-administrators-teachers-describe-implications-of-the-devious-licks-trend/,Socio-political issues and school culture,News,Promote discourse,School,0,2,Yes,2,2387,"Student behavior, vandalism, misbehavior, discipline"
The HiLite,2021-10-01,Short Story class allows for creative thinking,Kate Loper,https://hilite.org/76553/onlineonly/short-story-class-allows-for-creative-thinking/,Community life,News,Spread awareness,School,1,1,No,3,299,"Curriculum, academics"
The HiLite,2021-10-01,"Chemistry Club aims to lead chemistry demonstrations, competitions in elementary, middle schools",Archit Kalra,https://hilite.org/76544/onlineonly/chemistry-club-aims-to-lead-chemistry-demonstrations-competitions-in-elementary-middle-schools/,Community life,News,Spread awareness,School,1,1,No,3,150,"Clubs, extracuriculars, community involvement"
The HiLite,2021-10-01,Coquettes preparing to start season as Charisma season ends,None,https://hilite.org/76542/onlineonly/coquettes-preparing-to-start-season-as-charisma-season-ends/,Community life,News,Spread awareness,School,1,1,No,3,198,"Clubs, extracurriculars, sports"
The HiLite,2021-10-01,Varsity women’s soccer team to begin postseason with Sectional game against Guerin on Oct. 6,Austin Guo,https://hilite.org/76538/sports/varsity-womens-soccer-team-to-begin-postseason-with-sectional-game-against-guerin-on-oct-6/,Community life,News,Inform,School,1,1,No,3,303,"Clubs, extracurriculars, sports"
The HiLite,2021-10-01,Women’s golf team to compete in IHSAA State Final October 1-2,Alivia Romaniuk,https://hilite.org/76534/onlineonly/womens-golf-team-to-compete-in-ihsaa-state-final-october-1-2/,Community life,News,Inform,School,1,1,No,3,269,"Clubs, extracurriculars, sports"
The HiLite,2021-09-27,Greyhound Connections to host student orientation next semester,None,https://hilite.org/76510/onlineonly/greyhound-connections-to-host-student-orientation-next-semester/,Community life,News,Spread awareness,School,2,0,No,3,252,"Clubs, extracurriculars"
The HiLite,2021-09-27,TechHOUNDS trains students in preparation for build season,None,https://hilite.org/76507/onlineonly/techhounds-trains-students-in-preparation-for-build-season/,Community life,News,Spread awareness,School,1,1,No,3,180,"Clubs, extracurriculars"
The HiLite,2021-09-27,Carmel Mayor’s Youth Council planning spikeball tournament on Oct. 22,Leah Tan,https://hilite.org/76504/onlineonly/carmel-mayors-youth-council-planning-spikeball-tournament-on-oct-22/,Community life,News,Spread awareness,School,1,1,No,3,251,"Clubs, extracurriculars, fundraising"
The HiLite,2021-09-27,TEDx Carmel begins new school year with positive outlook,Sam Hawkins,https://hilite.org/76501/onlineonly/tedx-carmel-begins-new-school-year-with-positive-outlook/,Community life,News,Spread awareness,School,1,1,No,3,270,"Clubs, extracurriculars"
The HiLite,2021-09-27,"WHJE begins broadcasting of Carmel Rugby Club, planning for Ghosts and Goblins",Tsion Daniel,https://hilite.org/76498/onlineonly/whje-begins-broadcasting-of-carmel-rugby-club-planning-for-ghosts-and-goblins/,Community life,News,Spread awareness,School,1,1,No,3,378,"Clubs, extracurriculars"
The HiLite,2021-09-23,"Performing Arts staff, students discuss east side construction, implications",Dariush Khurram,https://hilite.org/75962/news/performing-arts-staff-students-discuss-east-side-construction-implications/,School policy/administration,News,Promote discourse,School,2,2,Yes,2,885,"School funding, arts, infrastructure, construction"
The HiLite,2021-09-23,"In light of new graduation requirements, students, administrator, see positives in replacing ISTEP with other standardized testing options",Maddie Misterka,https://hilite.org/76074/news/isteping-away/,School policy/administration,News,Promote discourse,School,1,1,No,2,438,"Testing, assessment, grading"
The HiLite,2021-09-23,CCS district gives substitute teachers pay raise,Ryan Zhang,https://hilite.org/76182/news/76182/,School policy/administration,News,Promote discourse,School,1,1,Yes,2,346,"Salary, school finance, faculty"
The HiLite,2021-09-22,,Royce Brown,https://hilite.org/76256/onlineonly/76256/,Community life,News,Spread awareness,School,1,1,No,3,283,"Clubs, extracurriculars"
The HiLite,2021-09-22,Women’s Cross-Country Prepares for Upcoming MIC,Eddie Sun,https://hilite.org/76228/sports/womens-cross-country-prepares-for-upcoming-mic/,Community life,News,Spread awareness,School,1,1,No,3,337,"Extracurriculars, sports"
The HiLite,2021-09-22,"Cheerleaders prepare for homecoming week, Share the Spirit on Sept. 23",Darshini Shankar,https://hilite.org/76220/onlineonly/cheerleaders-prepare-for-homecoming-week-share-the-spirit-on-sept-23/,Community life,News,Spread awareness,School,1,1,No,3,423,"Extracurriculars, sports, school spirit"
The HiLite,2021-09-22,Men’s Cross Country to compete in MIC Championship on Sept.25,Saahas Kandru,https://hilite.org/76216/sports/mens-cross-country-to-compete-in-mic-championship-on-sept-25/,Community life,News,Spread awareness,School,1,1,No,3,243,"Extracurriculars, sports"
The HiLite,2021-09-20,"STEM Club first meeting on Sept. 20, new student led events begin",Matthew Du,https://hilite.org/76128/onlineonly/stem-club-first-meeting-on-sept-20-new-student-led-events-begin/,Community life,News,Spread awareness,School,1,1,No,3,394,"Clubs, extracurriculars"
The HiLite,2021-09-20,"Rising Stars to host plays Sept. 30, Oct. 1",None,https://hilite.org/76118/onlineonly/rising-stars-to-host-plays-sept-30-oct-1/,Community life,News,Spread awareness,School,1,1,No,3,188,"Clubs, extracurriculars, arts, events"
The HiLite,2021-09-20,"National Honor Society begins volunteering programs, promotes Homecoming dance",Jillian Moore,https://hilite.org/76119/homecoming/national-honor-society-begins-volunteering-programs-promotes-homecoming-dance/,Community life,News,Spread awareness,School,1,1,No,3,183,"Clubs, extracurriculars, fundraising"
The HiLite,2021-09-20,Varsity football prepares for Homecoming game on Sept. 24 against North Central High School,Maggie Meyer,https://hilite.org/76096/sports/varsity-football-prepares-for-homecoming-game-on-sept-24-against-north-central-high-school/,Community life,News,Spread awareness,School,1,1,No,3,196,"Extracurriculars, sports, school spirit"
The HiLite,2021-09-20,Varsity women’s soccer team to face top-ranked Noblesville on Sept. 20 in crucial stretch of season,Austin Guo,https://hilite.org/76093/onlineonly/varsity-womens-soccer-team-to-face-top-ranked-noblesville-on-sept-20-in-crucial-stretch-of-season/,Community life,News,Spread awareness,School,1,1,No,3,272,"Extracurriculars, sports, awards"
The HiLite,2021-09-20,"Women’s golf team wins Miller Invitational, looks forward to rest of season",Alivia Romaniuk,https://hilite.org/76090/onlineonly/womens-golf-team-wins-miller-invitational-looks-forward-to-rest-of-season/,Community life,News,Spread awareness,School,1,1,No,3,211,"Extracurriculars, sports, awards"
The HiLite,2021-09-19,New Staff at Carmel Q&A,Siri Surapaneni,https://hilite.org/76065/news/new-staff-at-carmel-qa/,Community life,News,Spread awareness,School,0,1,No,3,2807,"Profiles, faculty, events"
The HiLite,2021-09-17,Carmel Clay Schools adjusts COVID-19 protocol,Cady Armstrong,https://hilite.org/75982/onlineonly/carmel-clay-schools-adjusts-covid-19-protocol/,School policy/administration,News,Inform,School,1,1,Yes,3,336,"COVID, COVID policy, masking, vaccination"
The HiLite,2021-09-16,Senate in deep preparation for Homecoming day events,Aniket Biswal,https://hilite.org/75959/onlineonly/senate-in-deep-preparation-for-homecoming-day-events/,Community life,News,Spread awareness,School,1,1,No,3,194,"Student life, social life, events, student government"
The HiLite,2021-09-14,"Quiz Bowl outlines goals, plans for upcoming competitions",Claire He,https://hilite.org/75946/onlineonly/quiz-bowl-outlines-goals-plans-for-upcoming-competitions-2/,Community life,News,Spread awareness,School,1,1,No,3,476,"Clubs, extracurriculars"
The HiLite,2021-09-14,Pinnacle yearbook staff to begin work towards first content deadline,Maddie Misterka,https://hilite.org/75947/onlineonly/pinnacle-yearbook-staff-to-begin-work-towards-first-content-deadline/,Community life,News,Spread awareness,School,1,1,No,3,206,"Clubs, extracurriculars"
The HiLite,2021-09-14,Greyhounds women’s varsity volleyball team working hard for their next game,Karolena Zhou,https://hilite.org/75943/sports/greyhounds-womens-varsity-volleyball-team-working-hard-for-their-next-game/,Community life,News,Spread awareness,School,1,1,No,3,271,"Extracurriculars, sports"
The HiLite,2021-09-13,Women’s cross-country prepares for Eagle Classic,Eddie Sun,https://hilite.org/75937/sports/womens-cross-country-prepares-for-upcoming-eagle-classic/,Community life,News,Spread awareness,School,1,1,No,3,276,"Extracurriculars, sports"
The HiLite,2021-09-13,The Drama Department Gets Shows Rolling,Sumedha Kota,https://hilite.org/75936/onlineonly/the-drama-department-gets-shows-rolling/,Community life,News,Spread awareness,School,1,1,No,3,340,"Extracurriculars, arts, clubs"
The HiLite,2021-09-13,CHS Choir Department gets ready for Fall Concert on Sept. 29,Kruti Subbannavar,https://hilite.org/75931/onlineonly/chs-choir-department-gets-ready-for-fall-concert-on-sept-29/,Community life,News,Spread awareness,School,1,1,No,3,267,"Arts, events, curriculum"
The HiLite,2021-09-13,Humor Class at CHS Takes a New View on Literature,Kate Loper,https://hilite.org/75927/onlineonly/humor-class-at-chs-takes-a-new-view-on-literature/,Community life,News,Spread awareness,School,1,1,No,3,288,Curriculum
The HiLite,2021-09-11,Green Action Club to meet and plan projects in community room on Sept. 13,Ryan Zhang,https://hilite.org/75909/onlineonly/green-action-club-to-meet-and-plan-projects-in-community-room-on-sept-13/,Community life,News,Spread awareness,School,1,1,No,3,253,"Extracurriculars, clubs"
The HiLite,2021-09-10,CHTV to broadcast homecoming week,Christian Ledbetter,https://hilite.org/75905/onlineonly/chtv-to-broadcast-homecoming-week/,Community life,News,Spread awareness,School,1,1,No,3,234,"Extracurriculars, clubs"
The HiLite,2021-09-10,Carmel Orchestras push back rehearsal times,Jasmine Zhang,https://hilite.org/75904/news/carmel-orchestras-push-back-rehearsal-times/,School policy/administration,News,Spread awareness,School,1,1,No,3,163,"Curriculum, schedule"
The HiLite,2021-09-10,Men’s cross-country to compete in Eagle Classic Sept. 11,Saahas Kandru,https://hilite.org/75896/sports/mens-cross-country-to-compete-in-eagle-classic-on-sept-11/,Community life,News,Spread awareness,School,1,1,No,3,249,"Extracurriculars, sports"
The HiLite,2021-09-10,Carmel Mayor’s Youth Council to hold ultimate frisbee tournament on Sept. 10,Leah Tan,https://hilite.org/75898/onlineonly/carmel-mayors-youth-council-to-hold-ultimate-frisbee-tournament-on-sept-10/,Community life,News,Spread awareness,School,1,1,No,3,348,"Extracurriculars, clubs, student government"
The HiLite,2021-09-10,"Best Buddies club hosts interviews Sept. 7, plans future events",Riley Laferriere,https://hilite.org/75897/onlineonly/best-buddies-club-hosts-interviews-sept-7-plans-future-events/,Community life,News,Spread awareness,School,1,1,No,3,264,"Extracurriculars, clubs"
The HiLite,2021-09-10,"Varsity women’s soccer to face Lawrence North on Sept. 9 at home, then face North Central HighSchool for away game on Sept. 13",Austin Guo,https://hilite.org/75893/sports/varsity-womens-soccer-to-face-lawrence-north-on-sept-9-at-home-then-face-north-central-highschool-for-away-game-on-sept-13/,Community life,News,Spread awareness,School,1,1,No,3,274,"Extracurriculars, sports"
The HiLite,2021-09-08,Gender and Sexuality Alliance Meet and Plan this Year’s Events,Arya Pinnamaneni,https://hilite.org/75882/onlineonly/gender-and-sexuality-alliance-meet-and-plan-this-years-events/,Community life,News,Spread awareness,School,1,1,No,3,263,"Extracurriculars, clubs, LGBTQ+, gender, sexuality"
The HiLite,2021-09-03,Art department speaks on new mural and upcoming events,Avery Carlisle,https://hilite.org/75859/onlineonly/art-department-speaks-on-new-mural-and-upcoming-events/,Community life,News,Spread awareness,School,1,1,No,3,173,"Curriculum, community involvement, arts"
The HiLite,2021-09-03,GKOM To Focus on Increased Engagement in 2021-2022 School Year,Pallevi Pillai,https://hilite.org/75845/onlineonly/gkom-to-focus-on-increased-engagement-in-2021-2022-school-year/,Community life,News,Spread awareness,School,1,1,No,3,274,"Extracurriculars, clubs"
The HiLite,2021-09-03,"WHJE adjusts to new school year, promotes sports broadcasts",Tsion Daniel,https://hilite.org/75840/onlineonly/whje-adjusts-to-new-school-year-promotes-sports-broadcasts/,Community life,News,Spread awareness,School,1,1,No,3,291,"Extracurriculars, clubs"
The Little Hawk,2021-12-16,The Review Revived,Haileigh Steffen and Hattie Conover,https://www.thelittlehawk.com/57996/news/the-review-revived/,Community life,News,Spread awareness,School,2,2,No,3,1736,"Clubs, extracurriculars, COVID"
The Little Hawk,2021-12-16,Sustainability at City High: The Composting Dilemma,"Aala Basheir, Features Editor",https://www.thelittlehawk.com/58055/news/sustainability-at-city-high-the-composting-dilemma/,Community life,News,Spread awareness,School,1,1,No,3,352,"Clubs, extracurriculars, environment"
The Little Hawk,2021-12-15,City High Events Postponed Due to Wind Warnings,"Araminta Siegling, Culture Editor",https://www.thelittlehawk.com/58036/news/high-wind-warnings-throughout-state/,Threats to student safety,News,Inform,School,0,0,No,3,150,Weather
The Little Hawk,2021-12-14,Bells and Advisory Changes for Second Trimester,"Matisse Arnone, Reporter",https://www.thelittlehawk.com/57982/news/bells-and-advisory-changes-for-second-trimester/,School policy/administration,News,Inform,School,1,1,No,1,479,"Schedule, school policy"
The Little Hawk,2021-12-10,First Time Voters at City High,Rebecca Michaeli and Diego Loria-Eivins,https://www.thelittlehawk.com/57973/news/first-time-voters-at-city-high/,Socio-political issues and school culture,News,Spread awareness,Local,3,0,No,2,768,"Politics, local politics, school board, voting"
The Little Hawk,2021-12-09,The ICCSD Implements New Grading Policy,"Aala Basheir, Features Editor",https://www.thelittlehawk.com/57940/news/the-iccsd-implements-new-grading-policy/,School policy/administration,News,Inform,Local,2,1,No,2,478,"Grading, assessment, school policy"
The Little Hawk,2021-11-19,Students Protest Racial Inequality and Walk Out,Sophia Lusala and Araminta Siegling,https://www.thelittlehawk.com/57829/news/students-protest-racial-inequality-and-walk-out/,Socio-political issues and school culture,News,Promote discourse,Local,2,0,Yes,1,435,"Protest, racism, inequality, Black Lives Matter"
The Little Hawk,2021-11-16,Raw Bacon Robotics Plans for a Competitive Season,"Haileigh Steffen, Executive Editor",https://www.thelittlehawk.com/57779/news/raw-bacon-robotics-plans-for-a-competitive-season/,Community life,News,Spread awareness,School,1,0,No,3,289,"Clubs, extracurriculars"
The Little Hawk,2021-11-15,ICCSD Clinics Provide Vaccines to Children Age 5-11,Frances Bottorff and Isaac Bullwinkle,https://www.thelittlehawk.com/57769/news/iccsd-clinics-provide-vaccines-to-children-age-5-11/,Community life,News,Inform,Local,0,1,No,3,157,"COVID, vaccination, community involvement"
The Little Hawk,2021-11-10,Therapy Dog Visits Students and Faculty,"Haileigh Steffen, Executive Editor",https://www.thelittlehawk.com/57702/news/nestt-invites-groot-the-therapy-dog/,Community life,News,Spread awareness,School,0,1,No,3,220,"Student stress, therapy"
The Little Hawk,2021-11-08,Large Student Turnout to New Board Game Club,"Alice Boerner, News Editor",https://www.thelittlehawk.com/57685/news/large-student-turnout-to-new-board-game-club/,Community life,News,Spread awareness,School,1,0,No,3,364,"Clubs,e xtracurriculars"
The Little Hawk,2021-11-08,"Discussion with Coleman: New PBIS Initiatives introduced, with ongoing changes in District Classroom Policy","Lulu Roarick, Reporter",https://www.thelittlehawk.com/57677/news/discussion-with-coleman-new-pbis-initiatives-introduced-with-ongoing-changes-in-district-classroom-policy/,Socio-political issues and school culture,News,Promote discourse,School,0,1,Yes,3,446,"Student voice, student behavior, PBIS"
The Little Hawk,2021-11-04,Humanize My Hoodie Co-Founder Speaks With Students,Rebecca Michaeli and Aala Basheir,https://www.thelittlehawk.com/57654/news/humanize-my-hoodie-co-founder-speaks-with-students/,Community life,News,Spread awareness,School,0,1,No,3,315,"Race, events, equity"
The Little Hawk,2021-10-27,AP Exams Dates Decided for Registration and Exams,"Lulu Roarick, Reporter",https://www.thelittlehawk.com/57530/news/ap-exams-dates-decided-for-registration-and-exams/,School policy/administration,News,Inform,State/national/world,0,1,No,3,377,"Testing, equity, assessments"
The Little Hawk,2021-10-14,City High Band Marches Home the Victory,"Noah Seebeck, Reporter",https://www.thelittlehawk.com/57338/news/city-high-band-marches-home-the-victory/,Community life,News,Spread awareness,School,0,2,No,3,224,"Extracurriculars, awards, events"
The Little Hawk,2021-10-12,Future for City’s Greenhouse,"Noah Seebeck, Reporter",https://www.thelittlehawk.com/57325/news/future-for-citys-greenhouse/,School policy/administration,News,Spread awareness,School,0,1,No,3,358,"Environnment, building, infrastructure"
The Little Hawk,2021-10-11,Pledge of Allegiance,Marina Escandell,https://www.thelittlehawk.com/57315/news/pledge-of-allegiance/,Socio-political issues and school culture,News,Promote discourse,School,4,1,Yes,1,668,"Patriotism, politics, law, pledge of allegiance"
The Little Hawk,2021-10-11,A More Inclusive Calendar: Yom Kippur Now Off of School,"Rebecca Michaeli, Exec Editor",https://www.thelittlehawk.com/57301/news/a-more-inclusive-calendar-yom-kippur-now-off-of-school/,Socio-political issues and school culture,News,Promote discourse,School,2,1,Yes,1,818,"Religion, inclusion, holidays"
The Little Hawk,2021-10-05,Inclusion Club Update,"Tommy Simmons, Reporter",https://www.thelittlehawk.com/56995/news/inclusion-club-update/,Community life,News,Spread awareness,School,1,1,No,3,352,"Disability, clubs, extracurriculars, inclusion"
The Little Hawk,2021-09-28,Changing the Face of City High Dance Marathon,"Frances Bottorff, Reporter",https://www.thelittlehawk.com/57211/news/changing-the-face-of-city-high-dance-marathon/,Community life,News,Spread awareness,School,1,0,No,3,374,"Clubs, extracurriculars"
The Little Hawk,2021-09-22,Powderpuff Football Preview,"Lauren Koch, Reporter",https://www.thelittlehawk.com/57029/news/powderpuff-football-preview/,Community life,News,Spread awareness,School,0,0,No,2,167,"Student life, social life, homecoming, sports"
The Little Hawk,2021-09-17,A Passion for Education: Mrs. Meyer’s story,None,https://www.thelittlehawk.com/56959/news/a-passion-for-education-mrs-meyers-story/,Community life,News,Spread awareness,School,0,1,No,3,919,"Faculty, teachers, profiles, academics"
The Little Hawk,2021-09-14,Student Senate Plans Homecoming with ‘Powerade’ Tailgate before Powderpuff Game,"Lulu Roarick, Reporter",https://www.thelittlehawk.com/56917/news/student-senate-recap-updates-on-homecoming/,Community life,News,Spread awareness,School,2,0,No,3,293,"Student government, social life, student life, homecoming"
The Little Hawk,2021-09-12,Drip: City High’s First Fashion Club,"Sophia Wagner, Web Executive; Arts & Entertainment Editor",https://www.thelittlehawk.com/56913/news/drip-city-highs-first-fashion-club/,Community life,News,Spread awareness,School,1,1,No,3,267,"Clubs, extracurriculars"
The Little Hawk,2021-09-10,Back in Full Swing,Julius Perez and Callista Robertson,https://www.thelittlehawk.com/56873/news/back-in-full-swing/,Community life,News,Spread awareness,School,0,1,No,3,226,"Clubs, extracurriculars, arts"
The Little Hawk,2021-09-03,Phi Gamma Delta Protests Continue,"Araminta Siegling, Culture Editor",https://www.thelittlehawk.com/56791/news/phi-gamma-delta-protests-continue/,Socio-political issues and school culture,News,Promote discourse,Local,1,1,Yes,2,342,"Sexual assault, sexual violence, violence, protests"
The Little Hawk,2021-09-03,Student Senate Meetings Brief,Lulu Roarick,https://www.thelittlehawk.com/56783/news/student-senate-meetings-brief/,Community life,News,Spread awareness,School,1,1,No,3,408,"COVID, student government, student social life, events"
Wayland SPN,2021-12-22,Christmas tree shortage plants itself in Wayland,Talia Macchi,https://waylandstudentpress.com/99924/news/christmas-tree-shortage-takes-effect-in-wayland/,Reactions to broader politics/events ,News,Spread awareness,Local,1,2,No,3,721,"Community involvement, COVID, local business"
Wayland SPN,2021-12-22,Wayland community gathers again to protest racism at the middle school (Gallery Included),Joanna Barrow,https://waylandstudentpress.com/99874/news/wayland-community-gathers-again-to-protest-racism-at-the-middle-school-gallery-included/,Socio-political issues and school culture,News,Accountability,Local,0,0,Yes,3,210,"Racism, protest"
Wayland SPN,2021-12-21,Holiday Stroll brings cheer to the Wayland Town Center (with gallery!),Katya Luzarraga and Kally Proctor,https://waylandstudentpress.com/99854/news/holiday-stroll-brings-cheer-to-the-wayland-town-center-with-gallery/,Community life,News,Spread awareness,Local,2,3,No,3,726,"Community involvement, events, holiday"
Wayland SPN,2021-12-18,Wayland residents spread holiday cheer with festive lights (with gallery!),Nadya Chase,https://waylandstudentpress.com/99793/news/wayland-residents-spread-holiday-cheer-with-festive-lights-with-gallery/,Community life,News,Spread awareness,Local,3,1,No,3,539,"Community involvement, holiday"
Wayland SPN,2021-12-16,Field House closed to students due to multiple incidents,Aimee Smith,https://waylandstudentpress.com/99659/news/field-house-closed-to-students-due-to-multiple-incidents/,Socio-political issues and school culture,News,Promote discourse,School,0,3,Yes,2,641,"Student behavior, discipline, vandalism, punishment"
Wayland SPN,2021-12-11,Protest at WMS: Wayland community members react to multiple racist incidents,WSPN Staff,https://waylandstudentpress.com/99585/news/protest-at-wms-wayland-community-members-react-to-multiple-racist-incidents/,Socio-political issues and school culture,News,Accountability,School,0,4,Yes,1,902,"Racism, protest"
Wayland SPN,2021-12-09,Freshman executive board excels in their first fundraiser,Sasha Libenzon,https://waylandstudentpress.com/99460/news/freshman-executive-board-excels-in-their-first-fundraiser/,Community life,News,Spread awareness,School,4,0,No,3,445,"Student government, community involvement, fundraiser"
Wayland SPN,2021-12-08,Wayland Youth Basketball returns from year-long hiatus,Lucy Grasso,https://waylandstudentpress.com/99441/news/wayland-youth-basketball-returns-from-year-long-hiatus/,Community life,News,Spread awareness,Local,1,2,No,3,566,"Extracurriculars, sports"
Wayland SPN,2021-12-02,Connect smashes their first 2021 event,Sophia Oppenheim,https://waylandstudentpress.com/99179/news/connect-smashes-their-first-2021-event/,Community life,News,Spread awareness,School,2,1,No,3,1050,"Curriculum, events"
Wayland SPN,2021-12-01,The Wayland Water Issue: Problems and Solutions,Aimee Smith and Nadya Chase,https://waylandstudentpress.com/99154/news/the-wayland-water-issue-problems-and-solutions/,Threats to student safety ,News,Accountability,School,0,4,Yes,2,722,"Water quality, student safety, toxins, water"
Wayland SPN,2021-11-23,Pfizer vaccine approval passes for five to eleven age group,Selena Liu,https://waylandstudentpress.com/98990/news/pfizer-vaccine-approval-passes-for-five-to-eleven-age-group/,Reactions to broader politics/events ,News,Inform,State/national/world,0,3,No,3,609,"COVID, vaccination"
Wayland SPN,2021-11-21,News Brief: Spirit Week,Delia Caulfield,https://waylandstudentpress.com/99057/news/news-brief-spirt-week/,Community life,News,Inform,School,0,0,No,3,330,"Student life, social life, school spirit"
Wayland SPN,2021-11-20,WPSF hosts second annual turkey trot,Annabelle Zhang,https://waylandstudentpress.com/98927/news/wpsf-hosts-second-annual-turkey-trot/,Community life,News,Spread awareness,Local,2,1,No,3,597,"Events, community involvement, fundraising"
Wayland SPN,2021-11-18,Freshmen navigate the first quarter of their high school experience,Emma Zocco and Mischa Lee,https://waylandstudentpress.com/98944/news/freshmen-navigate-the-first-quarter-of-their-high-school-experience/,Community life,News,Promote discourse,School,1,1,No,3,556,"COVID, social life, student health"
Wayland SPN,2021-11-17,The slow return to normalcy: cafeteria tables come back to WHS,"Tess Alongi, Emily Roberge, and Charlotte Thirman",https://waylandstudentpress.com/98899/news/the-slow-return-to-normalcy-the-cafeteria-tables-come-back-to-whs/,School policy/administration,News,Promote discourse,School,1,1,No,3,313,"School lunch, dining, COVID"
Wayland SPN,2021-11-16,"WHS administers health survey, seeks information about the well-being of students",Garrett Spooner,https://waylandstudentpress.com/98876/news/whs-administers-health-survey-seeks-information-about-the-well-being-of-students/,Socio-political issues and school culture,News,Promote discourse,School,1,2,Yes,1,581,"Mental health, drugs, alcohol, COVID, privacy"
Wayland SPN,2021-11-12,Mock Trial team pursues varsity status,Penelope Biddle,https://waylandstudentpress.com/98642/news/mock-trial-team-pursues-varsity-status/,Community life,News,Spread awareness,School,2,1,No,3,871,"Clubs, extracurriculars"
Wayland SPN,2021-11-11,Wayland football fans honor and remember Lauren Astley,Sophia Oppenheim,https://waylandstudentpress.com/98597/news/wayland-football-fans-honor-lauren-astley/,Community life,News,Spread awareness,School,3,0,No,3,669,"Domestic violence, profiles, events"
Wayland SPN,2021-11-05,Class of 2023 semi-formal: The long awaited event,Tess Alongi,https://waylandstudentpress.com/98558/news/class-of-2023-semi-formal-the-long-awaited-event/,Community life,News,Spread awareness,School,3,0,No,3,898,"Student life, social life, events"
Wayland SPN,2021-11-04,"Wasps at WHS: Causes, effects, and solutions",Hallie Luo and Selena Liu,https://waylandstudentpress.com/98464/news/wasps-at-whs-causes-effects-and-solutions/,Threats to student safety,News,Promote discourse,School,2,2,No,2,623,"Pests, dining, wasps"
